shipping_date,seller_name,buyer_name,buyer_address,buyer_city,buyer_zipcode,kode_resi
2022-10-14,YOU Beauty Official,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,8345–2022-10-12–2022-10-14–115–225
2022-10-14,X-Urband Official,Andre Abdi,Jl Mangga Besar XIII RT 12/02,Jakarta Selatan,15173,8148–2022-10-13–2022-10-14–19–124
2022-10-14,OMG Oh My Glam Official,Elsa Djauhari,Jl Ngagel Tirtosari 19,Kota Pasuruan,16072,8519–2022-10-12–2022-10-14–92–248
2022-10-14,MR12 Office,Alwijaya Aw,Jl Laks L RE Martadinata 279,Jakarta Barat,16844,8644–2022-10-11–2022-10-14–5–103
2022-10-14,Inteco Official Shop,Hioe Isenta,Jl Pekayon 4,Jakarta Barat,16966,8009–2022-10-13–2022-10-14–109–37
2022-10-14,Belanja Elektronik,Andi Achmad Dara,Jl Sumagung III Kav Bulak K/5,Jakarta Utara,16681,8037–2022-10-12–2022-10-14–14–8
2022-10-14,SANSAN_TOOLS,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,8755–2022-10-12–2022-10-14–78–51
2022-10-14,PINKFLASH OFFICIAL STORE,Alwijaya Aw,Jl Laks L RE Martadinata 279,Jakarta Barat,16844,8574–2022-10-13–2022-10-14–5–233
2022-10-14,COTTON GOODS STORE,Darminto,Jl Sukanagara 21,Kota Bandung,16297,8280–2022-10-12–2022-10-14–71–157
2022-10-14,DENPOO OFFICIAL STORE,Effendy Husin,Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2,Jakarta Pusat,16277,8319–2022-10-13–2022-10-14–87–39
2022-10-14,Apotek Sami Sehat Delanggu,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,8448–2022-10-11–2022-10-14–119–306
2022-10-14,luxcrime,Elsa Djauhari,Jl Ngagel Tirtosari 19,Kota Pasuruan,16072,8763–2022-10-13–2022-10-14–92–227
2022-10-14,SEDANA AMERTA,Christian Nainggolan,Jl Raya Ciracas 4,Jakarta Pusat,15285,8664–2022-10-11–2022-10-14–59–58
2022-10-14,Indah Jaya Tools,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,8765–2022-10-12–2022-10-14–17–20
2022-10-14,play with kiddos,Bayu Prawitasari,Jl Rajawali 24,Sumatera Utara,16282,8526–2022-10-12–2022-10-14–26–113
2022-10-14,FZR3,Bobby Iman Satrio,Jl Kom L Yos Sudarso 27,Jakarta Pusat,15391,8075–2022-10-12–2022-10-14–55–116
2022-10-14,SORU Indonesia,Christanto Santoso,JL. Kesehatan No. 3,Kota Sorong,17104,8719–2022-10-13–2022-10-14–56–3
2022-10-14,Belanja Elektronik,Andi Achmad Dara,Jl Sumagung III Kav Bulak K/5,Jakarta Utara,16681,8322–2022-10-13–2022-10-14–14–8
2022-10-14,Monellina Fashion,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,8426–2022-10-12–2022-10-14–76–179
2022-10-15,DUMA Official,Andi Achmad Dara,Jl Sumagung III Kav Bulak K/5,Jakarta Utara,16681,8637–2022-10-12–2022-10-15–14–174
2022-10-15,Rose All Day Cosmetics,Hiramsyah Sambudhy Thaib,Jl Tmn Apsari 9 C,Kota Pasuruan,15419,8629–2022-10-13–2022-10-15–111–254
2022-10-15,Raja Stationery,Emil Abeng,Jl Kutisari Raya 12,Kota Pasuruan,16049,8689–2022-10-13–2022-10-15–97–67
2022-10-15,Apotek Century Tunjungan Plaza,Benny Tenges,Jl Gn Rahayu 1 A,Kota Bandung,16993,8630–2022-10-12–2022-10-15–40–313
2022-10-15,STUDIO TROPIK,Christian Leuchtenberg,Jl Puri Agung Mal Puri Indah Unit IU/1 C,Jakarta Pusat,17209,8315–2022-10-12–2022-10-15–58–226
2022-10-15,HOOLIGANS,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,8325–2022-10-13–2022-10-15–45–156
2022-10-15,X-Urband Official,Elvira Pudjiwati,Jl Raya Pasar Minggu Bl B/12,Jakarta Pusat,16563,8308–2022-10-12–2022-10-15–95–124
2022-10-15,INTI MEDIKA STORE,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,8220–2022-10-14–2022-10-15–79–282
2022-10-15,Agenjaketbandung,JENNY WIDJAJA,Jl Hayam Wuruk 120,Jakarta Barat,15841,8230–2022-10-14–2022-10-15–116–125
2022-10-15,Fatahillah_Mall,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,8039–2022-10-14–2022-10-15–110–46
2022-10-15,Beauty is Here,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,8255–2022-10-14–2022-10-15–117–232
2022-10-15,Ghani Bandung,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,8636–2022-10-14–2022-10-15–6–158
2022-10-15,Sora Knit,Darmawansjah Setiawan,Jl Raya Bekasi Km 25/95,Jakarta Pusat,16825,8354–2022-10-14–2022-10-15–70–203
2022-10-15,Armani_collection.,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,8441–2022-10-14–2022-10-15–104–121
2022-10-15,SORU Indonesia,Bob Yanuar,Jl RS Fatmawati 15 Golden Plaza Bl I/1-2,Jakarta Pusat,16250,8458–2022-10-13–2022-10-15–52–3
2022-10-15,FZR3,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,8021–2022-10-14–2022-10-15–41–116
2022-10-15,Apotek Sahabat Ambulu,Benjamin Wong Siong Yuit,Jl Kenyeri,Kota Denpasar,15743,8552–2022-10-13–2022-10-15–37–283
2022-10-15,madun oke,Beny Haryanto,Jl Karbela Brt 9 RT 004/04,Jakarta Selatan,17216,8699–2022-10-12–2022-10-15–42–175
2022-10-15,DUMA Official,Johanes Herkiamto,Jl Raya Kalimalang 1,Jakarta Selatan,16882,8625–2022-10-14–2022-10-15–122–174
2022-10-15,Apotek Sahabat Ambulu,Eiffel Tedja,Jl Kwitang Raya 8 Ged Senatama,Jakarta Pusat,16366,8628–2022-10-12–2022-10-15–89–283
2022-10-15,msmo,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,8084–2022-10-12–2022-10-15–120–129
2022-10-15,Gardha Komputer,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,8389–2022-10-13–2022-10-15–41–85
2022-10-16,lattina_shop,Benny Setiawan,Jl CiKota Denpasargo 225,Jakarta Selatan,16697,8101–2022-10-14–2022-10-16–39–184
2022-10-16,Apotek Sami Sehat Delanggu,Edy Kusnadi,Jl Depsos Raya 42 B RT 008/01,Jakarta Selatan,17100,8151–2022-10-13–2022-10-16–83–306
2022-10-16,Kiswara.co.id-Surabaya,Eko Budianto,Jl Raden Saleh 1 B-D,Jakarta Pusat,16110,8537–2022-10-13–2022-10-16–91–104
2022-10-16,Rumahku Official,Edy Suwarno,Jl Ciputat Raya 16,Jakarta Selatan,16820,8333–2022-10-14–2022-10-16–85–23
2022-10-16,KremlinOfficial,Effendy Husin,Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2,Jakarta Pusat,16277,8686–2022-10-14–2022-10-16–87–122
2022-10-16,PINZY Official Store,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,8494–2022-10-15–2022-10-16–107–11
2022-10-16,Aerostreet,Bob Yanuar,Jl Percetakan Negara II 24,Jakarta Pusat,16675,8238–2022-10-15–2022-10-16–53–120
2022-10-16,msmo,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,8578–2022-10-15–2022-10-16–78–129
2022-10-16,GrafikaKita - Tech Official Jakarta,Edy Suwarno,Jl Ciputat Raya 16,Jakarta Selatan,16820,8506–2022-10-14–2022-10-16–85–87
2022-10-16,Y&S Collections,Christian Dieter Scholz,Jl Tmn Sari Raya 5 D,Jakarta Pusat,16817,8608–2022-10-14–2022-10-16–57–210
2022-10-16,happymartonline,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,8194–2022-10-13–2022-10-16–127–9
2022-10-16,KremlinOfficial,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,8360–2022-10-13–2022-10-16–23–122
2022-10-16,NOSH,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,8010–2022-10-14–2022-10-16–15–214
2022-10-16,MPS Bigsize,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,8256–2022-10-15–2022-10-16–6–221
2022-10-16,Madame Gie Official,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,8093–2022-10-14–2022-10-16–120–252
2022-10-16,Kiswara.co.id-Surabaya,Bobby Andhika,Jl Panti Asuhan 2,Jakarta Pusat,15502,8326–2022-10-15–2022-10-16–54–104
2022-10-16,VQ TECHNOLOGY,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,8470–2022-10-14–2022-10-16–102–61
2022-10-16,Troveast Official Store,Evie Raviana,Jl Tmn Duta Mas Bl B-4/2,Jakarta Pusat,15274,7959–2022-10-15–2022-10-16–105–150
2022-10-17,Mireya Cosmetics,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,8634–2022-10-15–2022-10-17–115–250
2022-10-17,Inteco Official Shop,Benny Tenges,Jl Gn Rahayu 1 A,Kota Bandung,16993,8223–2022-10-14–2022-10-17–40–37
2022-10-17,silfa qarin,Emily Stephana Djauhari,Jl Tabanas 22 Kompl Bank,Jakarta Pusat,17000,8343–2022-10-15–2022-10-17–98–182
2022-10-17,simplicityapparel,ELVIN TJANDRA,Jl Tebet Tmr Dalam 7-I/5,Jakarta Pusat,16610,8562–2022-10-14–2022-10-17–93–154
2022-10-17,Aksesmandiri.ID,Darmansjah Darsono,Jl Bantir 10 50651,Kota Solo,15323,8096–2022-10-16–2022-10-17–69–77
2022-10-17,keely acc,Darmadi Karjanto Putro,Jl Pinangsia III/15,Jakarta Pusat,17167,8159–2022-10-15–2022-10-17–68–26
2022-10-17,BioCloud Absensi Online,BEATRICE EL,Jl Kb Jeruk 10,Jakarta Selatan,17233,8000–2022-10-16–2022-10-17–30–89
2022-10-17,BEAUTYHAULINDO,Fabian Gelael,Jl Prof Surya Sumantri 16,Kota Bandung,16319,8414–2022-10-15–2022-10-17–108–243
2022-10-17,Deli office automative,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,8065–2022-10-14–2022-10-17–10–64
2022-10-17,Apotek Rio Bekasi Selatan,Johan Soedibjo,Jl Probolinggo 5,Jakarta Barat,17273,8658–2022-10-16–2022-10-17–118–284
2022-10-17,Anggi Colection Shop,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,8262–2022-10-16–2022-10-17–10–169
2022-10-17,Toko obat palembang,Elsa Djauhari,Jl Ngagel Tirtosari 19,Kota Pasuruan,16072,8263–2022-10-16–2022-10-17–92–267
2022-10-17,lapak atk,Emily Waty Setiawan,Jl Lautze 87,Jakarta Pusat,17176,8680–2022-10-16–2022-10-17–99–92
2022-10-17,LT Pro Official,Edy Kusnadi,Jl Depsos Raya 42 B RT 008/01,Jakarta Selatan,17100,8358–2022-10-15–2022-10-17–83–257
2022-10-17,LT Pro Official,Emil Abeng,Jl Kutisari Raya 12,Kota Pasuruan,16049,8047–2022-10-16–2022-10-17–97–257
2022-10-17,Madame Gie Official,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,8672–2022-10-14–2022-10-17–15–252
2022-10-17,Mother of Pearl by Tasya Farasya,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,8336–2022-10-15–2022-10-17–28–239
2022-10-17,Putra Jaya 88,Eiffel Tedja,Jl Kwitang Raya 8 Ged Senatama,Jakarta Pusat,16366,8362–2022-10-15–2022-10-17–89–13
2022-10-17,madun oke,BHAYANG SURYADIMADJA,Jl Gondangdia Lama 24,Jakarta Pusat,16116,8750–2022-10-14–2022-10-17–46–175
2022-10-17,House of Smith Official,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,8378–2022-10-16–2022-10-17–113–118
2022-10-17,Kasirco,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,8505–2022-10-15–2022-10-17–23–75
2022-10-17,TheStore Collection,Emil Abeng,Jl Kutisari Raya 12,Kota Pasuruan,16049,8307–2022-10-16–2022-10-17–97–141
2022-10-17,Solusi Fingerprint,Christian Leuchtenberg,Jl Puri Agung Mal Puri Indah Unit IU/1 C,Jakarta Pusat,17209,8533–2022-10-15–2022-10-17–58–66
2022-10-17,lbagstore,Andre Johannes Mamuaya,Jl Arjuna III/15,Jakarta Selatan,15636,8714–2022-10-15–2022-10-17–20–10
2022-10-17,SORU Indonesia,Basuiki Puspoputro,Jl Kb Jati C-14/54,Kota Bandung,17064,8443–2022-10-14–2022-10-17–24–3
2022-10-17,msmo,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,8646–2022-10-16–2022-10-17–41–129
2022-10-17,Raecca Official Store,Bismarka Kurniawan,Jl Batu 1,Jakarta Pusat,16516,8725–2022-10-15–2022-10-17–51–259
2022-10-17,Lalulaku,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,8165–2022-10-16–2022-10-17–23–6
2022-10-18,tokojaketbadung,Bayu Irianto,Jl Soka 24,Kota Bandung,16999,8291–2022-10-15–2022-10-18–25–202
2022-10-18,AppShoppe,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,8651–2022-10-16–2022-10-18–15–90
2022-10-18,play with kiddos,Christiana Niowni,Jl Peta 62,Kota Bandung,17147,8711–2022-10-15–2022-10-18–64–113
2022-10-18,Madame Gie Official,Andre Johannes Mamuaya,Jl Arjuna III/15,Jakarta Selatan,15636,8285–2022-10-16–2022-10-18–20–252
2022-10-18,Hs stationary and fancy,Andhika Anindyaguna Hermanto,Jl Iskandarsyah II 2 Pasaraya Blok M,Jakarta Utara,15174,8201–2022-10-15–2022-10-18–13–80
2022-10-18,Tissor Official,Edy Suwarno,Jl Ciputat Raya 16,Jakarta Selatan,16820,8108–2022-10-17–2022-10-18–85–62
2022-10-18,Apotek Rio Bekasi Selatan,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,7973–2022-10-16–2022-10-18–28–284
2022-10-18,SORU Indonesia,Eka Sinto Kasih Tjia,Jl Sri Tanjung Pd Wage Indah F/17-19,Kota Pasuruan,15430,8449–2022-10-16–2022-10-18–90–3
2022-10-18,Human Greatness Labs,BHAYANG SURYADIMADJA,Jl Gondangdia Lama 24,Jakarta Pusat,16116,8134–2022-10-15–2022-10-18–46–131
2022-10-18,CENTURY HEALTHCARE,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,8098–2022-10-17–2022-10-18–12–275
2022-10-18,INTI MEDIKA STORE,Amaluddin Djambak,Jl Raya Kosambi 8,Jakarta Barat,15683,8105–2022-10-17–2022-10-18–8–282
2022-10-18,ind_jaket999,Eka Sinto Kasih Tjia,Jl Sri Tanjung Pd Wage Indah F/17-19,Kota Pasuruan,15430,8444–2022-10-17–2022-10-18–90–147
2022-10-18,StreetWearSupply,Beny Haryanto,Jl Karbela Brt 9 RT 004/04,Jakarta Selatan,17216,8509–2022-10-16–2022-10-18–42–138
2022-10-18,play with kiddos,Bobby Iman Satrio,Jl Kom L Yos Sudarso 27,Jakarta Pusat,15391,8245–2022-10-16–2022-10-18–55–113
2022-10-18,SanRes,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,8265–2022-10-17–2022-10-18–15–142
2022-10-18,X-Urband Official,Andi Zainal A. Dulung,Jl Pagesangan IV 41,Kota Pasuruan,16529,8070–2022-10-17–2022-10-18–17–124
2022-10-18,Tissor Official,Bimo Pramudyo Soekarno,Jl Mutiara I 10,Jakarta Pusat,16667,8146–2022-10-17–2022-10-18–47–62
2022-10-18,Tissor Official,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,8596–2022-10-17–2022-10-18–15–62
2022-10-18,A2F_STORE,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,8330–2022-10-16–2022-10-18–45–213
2022-10-18,Apotek Kenaiban,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,8727–2022-10-17–2022-10-18–75–312
2022-10-18,Rahsa Nusantara Official,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,8544–2022-10-17–2022-10-18–10–316
2022-10-18,msmo,Darmoseputro,Jl Asia Afrika Plaza Senayan,Jakarta Pusat,15472,8250–2022-10-17–2022-10-18–74–129
2022-10-18,luxcrime,Elvira Pudjiwati,Jl Raya Pasar Minggu Bl B/12,Jakarta Pusat,16563,8381–2022-10-17–2022-10-18–95–227
2022-10-18,Setia Mandiri Elektronik,Christanto Santoso,JL. Kesehatan No. 3,Kota Sorong,17104,8297–2022-10-16–2022-10-18–56–41
2022-10-18,Mother of Pearl by Tasya Farasya,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,8293–2022-10-15–2022-10-18–6–239
2022-10-19,Gardha Komputer,Darmadi Karjanto Putro,Jl Pinangsia III/15,Jakarta Pusat,17167,7999–2022-10-18–2022-10-19–68–85
2022-10-19,DUMA Official,Basuiki Puspoputro,Jl Kb Jati C-14/54,Kota Bandung,17064,8122–2022-10-18–2022-10-19–24–174
2022-10-19,Quantum Home Appliances,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,8754–2022-10-18–2022-10-19–104–18
2022-10-19,Aisyah Herbalindo,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,8221–2022-10-16–2022-10-19–107–263
2022-10-19,Dolphin Tamiya Hobby,,,,,8069–2022-10-18–2022-10-19––207
2022-10-19,DELTONS Official Store,Christian Sandy Rachmat,Jl Tmn Surya,Jakarta Pusat,15476,8685–2022-10-16–2022-10-19–61–94
2022-10-19,Apotek Kita Merdeka,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,8269–2022-10-18–2022-10-19–28–291
2022-10-19,DUMA Official,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,8678–2022-10-16–2022-10-19–75–174
2022-10-19,Freestyle-Official,Alwi Alatas,Jl Tanjung 2,Kota Solo,17087,8673–2022-10-16–2022-10-19–4–119
2022-10-19,NOSH,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,8667–2022-10-18–2022-10-19–81–214
2022-10-19,ESQA Cosmetics,Andre S Prijono,12550 Workshop ,Jakarta Selatan,15339,8052–2022-10-18–2022-10-19–21–230
2022-10-19,Starco Official Store,Andhika Anindyaguna Hermanto,Jl Iskandarsyah II 2 Pasaraya Blok M,Jakarta Utara,15174,8379–2022-10-17–2022-10-19–13–7
2022-10-19,Inez Official Store,Andre Sukendra Atmadja,Jl Laksda M Nazir 11 U,Jakarta Selatan,16483,8604–2022-10-16–2022-10-19–22–256
2022-10-19,LUXEWARES,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,8583–2022-10-16–2022-10-19–127–19
2022-10-19,MSOU SPORT,Belinda Natalia Tanoko,Jl Kutisari Raya 12,Kota Pasuruan,16899,8461–2022-10-17–2022-10-19–31–205
2022-10-19,Tentronics,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,8463–2022-10-18–2022-10-19–73–54
2022-10-19,DUMA Official,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,8006–2022-10-16–2022-10-19–73–174
2022-10-19,Grosir Kitchenware,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,7993–2022-10-18–2022-10-19–117–31
2022-10-20,Bizmarts,Emi Sukiati Lasimon,Jl Letjen Haryono MT Kav 62 Wisma Korindo,Jakarta Pusat,16450,8050–2022-10-17–2022-10-20–96–280
2022-10-20,STUDIO TROPIK,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,8766–2022-10-17–2022-10-20–41–226
2022-10-20,luxcrime,Bayu Prawitasari,Jl Rajawali 24,Sumatera Utara,16282,8215–2022-10-19–2022-10-20–26–227
2022-10-20,Apotek Sana Farma Majapahit,Bintoro Wong,Jl Talang Ujung 40 D,Jakarta Pusat,15341,8744–2022-10-18–2022-10-20–50–308
2022-10-20,sansscollection,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,8510–2022-10-17–2022-10-20–94–199
2022-10-20,F2_Sweater,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,7983–2022-10-17–2022-10-20–45–181
2022-10-20,lbagstore,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,8365–2022-10-19–2022-10-20–94–10
2022-10-20,X-Urband Official,Hiswara Natawindjaja,Jl Raya Cakung Cilincing Gud Inkopal,Jakarta Barat,17159,8027–2022-10-17–2022-10-20–112–124
2022-10-20,Madame Gie Official,Christian Parlaungan Mulyanto,Jl Cipaku I 43,Jakarta Pusat,16393,8058–2022-10-19–2022-10-20–60–252
2022-10-20,happymartonline,Darmansjah Darsono,Jl Bantir 10 50651,Kota Solo,15323,8240–2022-10-17–2022-10-20–69–9
2022-10-20,desiree,Eka Sinto Kasih Tjia,Jl Sri Tanjung Pd Wage Indah F/17-19,Kota Pasuruan,15430,8500–2022-10-17–2022-10-20–90–196
2022-10-20,SWEPO Official Store,Andi Pravidia Saliman,Jl Angkasa Bl B-7/8,Jakarta Utara,15829,8535–2022-10-18–2022-10-20–16–197
2022-10-20,Saku Official,Christian Parlaungan Mulyanto,Jl Cipaku I 43,Jakarta Pusat,16393,8294–2022-10-18–2022-10-20–60–110
2022-10-20,j--fashion,Elsa Djauhari,Jl Ngagel Tirtosari 19,Kota Pasuruan,16072,8177–2022-10-17–2022-10-20–92–217
2022-10-20,DBR Premium,Elvira Pudjiwati,Jl Raya Pasar Minggu Bl B/12,Jakarta Pusat,16563,8432–2022-10-18–2022-10-20–95–100
2022-10-20,Central_Distro,Benjamin Wong Siong Yuit,Jl Kenyeri,Kota Denpasar,15743,8430–2022-10-17–2022-10-20–37–128
2022-10-20,Aisyah Herbalindo,Hioe Isenta,Jl Pekayon 4,Jakarta Barat,16966,8490–2022-10-19–2022-10-20–109–263
2022-10-20,Fahrich Official Shop,Anak Agung Gde Agung,Jl Sisingamangaraja Km 5.5/10,Sumatera Utara,16555,8480–2022-10-17–2022-10-20–9–146
2022-10-20,Focallure Official Store,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,8427–2022-10-17–2022-10-20–127–228
2022-10-21,Apotek Aulia Bekasi Utara,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,8077–2022-10-18–2022-10-21–113–289
2022-10-21,look180,Evelyn Luciana Soeyapto,Jl Lodan Raya 1 Bl BE,Jakarta Pusat,15959,8762–2022-10-20–2022-10-21–100–172
2022-10-21,lapak atk,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,8676–2022-10-18–2022-10-21–10–92
2022-10-21,Apotek Century Kuningan City,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,8015–2022-10-20–2022-10-21–41–268
2022-10-21,Yumna-mart,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,8268–2022-10-18–2022-10-21–10–264
2022-10-21,Vidi Surya Elektrik,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,8399–2022-10-18–2022-10-21–10–47
2022-10-21,THENBLANK,Emily Stephana Djauhari,Jl Tabanas 22 Kompl Bank,Jakarta Pusat,17000,8691–2022-10-18–2022-10-21–98–219
2022-10-21,Apotek Dear Farma Medan Baru,Bing Gondosubroto,Jl Prof Dr Latumeten 23,Jakarta Pusat,16339,8402–2022-10-20–2022-10-21–49–269
2022-10-21,Okechuku,Evelyn Luciana Soeyapto,Jl Lodan Raya 1 Bl BE,Jakarta Pusat,15959,8616–2022-10-18–2022-10-21–100–161
2022-10-21,lapak atk,Amaluddin Djambak,Jl Raya Kosambi 8,Jakarta Barat,15683,8615–2022-10-18–2022-10-21–8–92
2022-10-21,Blueprint Indonesia,Alwi Alatas,Jl Tanjung 2,Kota Solo,17087,8060–2022-10-20–2022-10-21–4–108
2022-10-21,Tissor Official,Benny Setiawan,Jl CiKota Denpasargo 225,Jakarta Selatan,16697,8532–2022-10-20–2022-10-21–39–62
2022-10-21,X-Urband Official,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,8129–2022-10-20–2022-10-21–73–124
2022-10-21,Cammomile FashionLine,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,8541–2022-10-18–2022-10-21–123–191
2022-10-21,aldiano22 shop,Darminto,Jl Sukanagara 21,Kota Bandung,16297,8067–2022-10-19–2022-10-21–71–88
2022-10-21,Satu Elektronik,Alvin Gozali,Jl Kopo Ruko Kopo Permai Bl 6 AR/17,Kota Bandung,16263,8501–2022-10-20–2022-10-21–3–25
2022-10-21,Make Over Official Shop,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,8357–2022-10-19–2022-10-21–12–224
2022-10-21,Skintific Official Store,Bayu Virgan Triyatno,Jl Kota Denpasarkpapan 29-31,Jakarta Selatan,15536,8495–2022-10-20–2022-10-21–27–244
2022-10-21,AINUN17 SHOP,Mugijanto Sugijono,Jl Dahlia Bl E/6 Kompl Tmn Modern,Jakarta Selatan,15432,8741–2022-10-18–2022-10-21–124–72
2022-10-21,inayafashion,Darminto,Jl Sukanagara 21,Kota Bandung,16297,8665–2022-10-18–2022-10-21–71–178
2022-10-21,Skintific Official Store,Andre Abdi,Jl Mangga Besar XIII RT 12/02,Jakarta Selatan,15173,7951–2022-10-18–2022-10-21–19–244
2022-10-21,DELTONS Official Store,,,,,8569–2022-10-19–2022-10-21––94
2022-10-21,Citra Selaras Supliyer,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,8176–2022-10-18–2022-10-21–41–97
2022-10-21,House of Smith Official,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,8467–2022-10-19–2022-10-21–115–118
2022-10-21,Saku Official,BEATRICE EL,Jl Kb Jeruk 10,Jakarta Selatan,17233,8080–2022-10-20–2022-10-21–30–110
2022-10-21,SWEPO Official Store,Elvira Pudjiwati,Jl Raya Pasar Minggu Bl B/12,Jakarta Pusat,16563,8079–2022-10-19–2022-10-21–95–197
2022-10-21,Apotek Kita Merdeka,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,7950–2022-10-20–2022-10-21–117–291
2022-10-21,play with kiddos,Christian Parlaungan Mulyanto,Jl Cipaku I 43,Jakarta Pusat,16393,8213–2022-10-19–2022-10-21–60–113
2022-10-21,Apotek Aulia Bekasi Utara,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,8355–2022-10-20–2022-10-21–120–289
